Country,Country Code,Year,Mental disorders,% Eating disorders,% Anxiety disorders,% Drug disorders,% Depressive disorders,%HappyPeople,Annual working hours per worker,GDP,Depressive disorders,Physical Activity,Drug use,Smoking,Life satisfaction,% people who are happy_y,Population,Productivity per hour worked,Region 1,Region 2,Continent,Paid work,Education,Care for household members ,Housework,Shopping,Other unpaid work & volunteering,Sleep,Eating and drinking,Personal care,Sports,Attending events,Seeing friends,TV and Radio,Other leisure activities
New Caledonia,NCL,1967,,,,,,,,,,,,,,,100213.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1966,,,,,,,,,,,,,,,97462.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1965,,,,,,,,,,,,,,,94818.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1964,,,,,,,,,,,,,,,92246.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1963,,,,,,,,,,,,,,,89642.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1962,,,,,,,,,,,,,,,86897.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1961,,,,,,,,,,,,,,,84045.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1960,,,,,,,,,,,,,,,81258.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1959,,,,,,,,,,,,,,,78588.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1958,,,,,,,,,,,,,,,76064.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1957,,,,,,,,,,,,,,,73681.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1956,,,,,,,,,,,,,,,71615.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1955,,,,,,,,,,,,,,,69998.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1954,,,,,,,,,,,,,,,68629.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1953,,,,,,,,,,,,,,,67331.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1952,,,,,,,,,,,,,,,66112.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1951,,,,,,,,,,,,,,,64964.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1950,,,,,,,,,,,,,,,63884.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1940,,,,,,,,,,,,,,,63203.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1930,,,,,,,,,,,,,,,61623.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1920,,,,,,,,,,,,,,,60082.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
New Caledonia,NCL,1900,,,,,,,,,,,,,,,56627.0,,Melanesia,,Oceania,,,,,,,,,,,,,,
Puerto Rico,PRI,2020,,,,,,,,,,,,,,,3271570.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1989,,,,,,,,,,,,,,,3513738.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1988,,,,,,,,,,,,,,,3487969.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1987,,,,,,,,,,,,,,,3461929.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1986,,,,,,,,,,,,,,,3434975.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1985,,,,,,,,,,,,,,,3406278.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1984,,,,,,,,,,,,,,,3374438.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1983,,,,,,,,,,,,,,,3339378.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1982,,,,,,,,,,,,,,,3301072.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1981,,,,,,,,,,,,,,,3259448.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1980,,,,,,,,,,,,,,,3214573.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1979,,,,,,,,,,,,,,,3166209.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1978,,,,,,,,,,,,,,,3117176.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1977,,,,,,,,,,,,,,,3068873.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1976,,,,,,,,,,,,,,,3020463.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1975,,,,,,,,,,,,,,,2972272.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1974,,,,,,,,,,,,,,,2924359.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1973,,,,,,,,,,,,,,,2876680.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1972,,,,,,,,,,,,,,,2829188.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1971,,,,,,,,,,,,,,,2782015.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1970,,,,,,,,,,,,,,,2737624.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1969,,,,,,,,,,,,,,,2701799.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1968,,,,,,,,,,,,,,,2670535.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1967,,,,,,,,,,,,,,,2636742.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1966,,,,,,,,,,,,,,,2601200.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1965,,,,,,,,,,,,,,,2564282.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1964,,,,,,,,,,,,,,,2526157.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1963,,,,,,,,,,,,,,,2486864.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1962,,,,,,,,,,,,,,,2446295.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1961,,,,,,,,,,,,,,,2404222.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1960,,,,,,,,,,,,,,,2365078.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1959,,,,,,,,,,,,,,,2343695.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1958,,,,,,,,,,,,,,,2336800.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1957,,,,,,,,,,,,,,,2329617.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1956,,,,,,,,,,,,,,,2320575.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1955,,,,,,,,,,,,,,,2309785.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1954,,,,,,,,,,,,,,,2298020.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1953,,,,,,,,,,,,,,,2284819.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1952,,,,,,,,,,,,,,,2269210.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1951,,,,,,,,,,,,,,,2250412.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1950,,,,,,,,,,,,,,,2229747.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1940,,,,,,,,,,,,,,,1893499.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1930,,,,,,,,,,,,,,,1665478.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1920,,,,,,,,,,,,,,,1437456.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Puerto Rico,PRI,1900,,,,,,,,,,,,,,,981410.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2020,,,,,,,,,,,,,,,5930.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2019,,,,,,,,,,,,,,,5952.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2018,,,,,,,,,,,,,,,5969.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2017,,,,,,,,,,,,,,,5980.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2016,,,,,,,,,,,,,,,5990.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2015,,,,,,,,,,,,,,,6001.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2014,,,,,,,,,,,,,,,6013.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2013,,,,,,,,,,,,,,,6027.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2012,,,,,,,,,,,,,,,6048.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2011,,,,,,,,,,,,,,,6066.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2010,,,,,,,,,,,,,,,6075.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2009,,,,,,,,,,,,,,,6077.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2008,,,,,,,,,,,,,,,6085.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2007,,,,,,,,,,,,,,,6090.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2006,,,,,,,,,,,,,,,6105.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2005,,,,,,,,,,,,,,,6135.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2004,,,,,,,,,,,,,,,6186.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2003,,,,,,,,,,,,,,,6228.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2002,,,,,,,,,,,,,,,6264.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2001,,,,,,,,,,,,,,,6283.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,2000,,,,,,,,,,,,,,,6300.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1999,,,,,,,,,,,,,,,6319.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1998,,,,,,,,,,,,,,,6365.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1997,,,,,,,,,,,,,,,6415.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1996,,,,,,,,,,,,,,,6436.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1995,,,,,,,,,,,,,,,6439.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1994,,,,,,,,,,,,,,,6430.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1993,,,,,,,,,,,,,,,6423.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1992,,,,,,,,,,,,,,,6396.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1991,,,,,,,,,,,,,,,6374.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1990,,,,,,,,,,,,,,,6345.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1989,,,,,,,,,,,,,,,6343.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1988,,,,,,,,,,,,,,,6344.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1987,,,,,,,,,,,,,,,6322.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1986,,,,,,,,,,,,,,,6289.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1985,,,,,,,,,,,,,,,6253.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1984,,,,,,,,,,,,,,,6205.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1983,,,,,,,,,,,,,,,6150.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1982,,,,,,,,,,,,,,,6104.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1981,,,,,,,,,,,,,,,6114.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1980,,,,,,,,,,,,,,,6126.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1979,,,,,,,,,,,,,,,6108.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1978,,,,,,,,,,,,,,,6080.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1977,,,,,,,,,,,,,,,6040.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1976,,,,,,,,,,,,,,,6007.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1975,,,,,,,,,,,,,,,5970.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1974,,,,,,,,,,,,,,,5931.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1973,,,,,,,,,,,,,,,5846.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1972,,,,,,,,,,,,,,,5750.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1971,,,,,,,,,,,,,,,5654.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1970,,,,,,,,,,,,,,,5562.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1969,,,,,,,,,,,,,,,5483.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1968,,,,,,,,,,,,,,,5405.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1967,,,,,,,,,,,,,,,5332.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1966,,,,,,,,,,,,,,,5256.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1965,,,,,,,,,,,,,,,5171.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1964,,,,,,,,,,,,,,,5093.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1963,,,,,,,,,,,,,,,5013.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1962,,,,,,,,,,,,,,,4951.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1961,,,,,,,,,,,,,,,4944.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1960,,,,,,,,,,,,,,,4945.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1959,,,,,,,,,,,,,,,4910.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1958,,,,,,,,,,,,,,,4851.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1957,,,,,,,,,,,,,,,4790.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1956,,,,,,,,,,,,,,,4776.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1955,,,,,,,,,,,,,,,4750.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1954,,,,,,,,,,,,,,,4703.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1953,,,,,,,,,,,,,,,4647.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1952,,,,,,,,,,,,,,,4590.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1951,,,,,,,,,,,,,,,4534.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1950,,,,,,,,,,,,,,,4497.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1940,,,,,,,,,,,,,,,4021.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1930,,,,,,,,,,,,,,,4475.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1920,,,,,,,,,,,,,,,4943.0,,Northern America,,North America,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,1900,,,,,,,,,,,,,,,5231.0,,Northern America,,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,2020,,,,,,,,,,,,,,,100452.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1989,,,,,,,,,,,,,,,100760.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1988,,,,,,,,,,,,,,,101129.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1987,,,,,,,,,,,,,,,101593.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1986,,,,,,,,,,,,,,,101934.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1985,,,,,,,,,,,,,,,101923.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1984,,,,,,,,,,,,,,,101460.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1983,,,,,,,,,,,,,,,100557.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1982,,,,,,,,,,,,,,,99412.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1981,,,,,,,,,,,,,,,98168.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1980,,,,,,,,,,,,,,,96654.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1979,,,,,,,,,,,,,,,94250.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1978,,,,,,,,,,,,,,,91159.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1977,,,,,,,,,,,,,,,88002.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1976,,,,,,,,,,,,,,,84723.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1975,,,,,,,,,,,,,,,81383.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1974,,,,,,,,,,,,,,,78012.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1973,,,,,,,,,,,,,,,74551.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1972,,,,,,,,,,,,,,,70912.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1971,,,,,,,,,,,,,,,67131.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1970,,,,,,,,,,,,,,,63464.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1969,,,,,,,,,,,,,,,60031.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1968,,,,,,,,,,,,,,,56635.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1967,,,,,,,,,,,,,,,53180.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1966,,,,,,,,,,,,,,,49722.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1965,,,,,,,,,,,,,,,46304.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1964,,,,,,,,,,,,,,,43132.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1963,,,,,,,,,,,,,,,40285.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1962,,,,,,,,,,,,,,,37572.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1961,,,,,,,,,,,,,,,35018.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1960,,,,,,,,,,,,,,,32883.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1959,,,,,,,,,,,,,,,31626.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1958,,,,,,,,,,,,,,,30974.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1957,,,,,,,,,,,,,,,30373.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1956,,,,,,,,,,,,,,,29823.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1955,,,,,,,,,,,,,,,29329.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1954,,,,,,,,,,,,,,,28877.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1953,,,,,,,,,,,,,,,28460.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1952,,,,,,,,,,,,,,,28091.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1951,,,,,,,,,,,,,,,27710.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1950,,,,,,,,,,,,,,,27100.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1940,,,,,,,,,,,,,,,13846.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1930,,,,,,,,,,,,,,,14538.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1920,,,,,,,,,,,,,,,15265.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
United States Virgin Islands,VIR,1900,,,,,,,,,,,,,,,16830.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Western Sahara,ESH,2020,,,,,,,,,,,,,,,556060.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2019,,,,,,,,,,,,,,,544883.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2018,,,,,,,,,,,,,,,532011.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2017,,,,,,,,,,,,,,,518867.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2016,,,,,,,,,,,,,,,505461.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2015,,,,,,,,,,,,,,,491837.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2014,,,,,,,,,,,,,,,478023.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2013,,,,,,,,,,,,,,,462761.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2012,,,,,,,,,,,,,,,445952.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2011,,,,,,,,,,,,,,,429296.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2010,,,,,,,,,,,,,,,413307.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2009,,,,,,,,,,,,,,,397918.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2008,,,,,,,,,,,,,,,383082.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2007,,,,,,,,,,,,,,,368440.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2006,,,,,,,,,,,,,,,353667.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2005,,,,,,,,,,,,,,,339195.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2004,,,,,,,,,,,,,,,325125.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2003,,,,,,,,,,,,,,,311190.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2002,,,,,,,,,,,,,,,297420.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,2001,,,,,,,,,,,,,,,283815.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
